"","actor_id","target_case","case","case_code","ascribed_power_norm","ascribed_power","bet","bet_norm","triangle_count_pos_norm","triangle_count_norm","triangle_count","triangle_count_pos","ego_inclusion","deg","deg_pos","deg_norm","type","type_reduced","all_na","achievement","top_target","bet_log","triangle_count_log","deg_log","ascribed_power_log","bet_zero","triangle_count_zero","ascribed_power_zero"
"140","actor 140","Landschaftschutz_MA","Maggia","MA",21.3823529411765,7,16.0852472748099,2.22880077596535,2.94117647058824,7.1503006012024,31,3,2,3,3,2.94117647058824,"Other","Other","no",2,"Landschaftschutz",0.801463672197214,1.96715439794838,1.09861228866811,3.06256595291736,"abovezero","abovezero","abovezero"
"141","actor 141","Schutz_gegen_Waldbrande_MA","Maggia","MA",70.8823529411765,24,101.604229644884,8.76185495292426,6.82352941176471,22.0300601202405,106,9,3,9,9,6.82352941176471,"NGO_organization_association","NGO_organization_association","no",3,"Schutz_gegen_Waldbrande",2.1704076351488,3.09240788982735,2.19722457733622,4.26102150186854,"abovezero","abovezero","abovezero"
"142","actor 142","Erholungswert_MA","Maggia","MA",6.82352941176471,2,5.88494911730206,1.44956909386044,2.94117647058824,10.7214428857715,49,3,NA,3,3,2.94117647058824,"Other","Other","yes",2,"Erholungswert",0.371266335618779,2.37224574413853,1.09861228866811,1.92037684705015,"abovezero","abovezero","abovezero"
"143","actor 143","Schutz_gegen_Waldbrande_MA","Maggia","MA",65.0588235294118,22,1295.92974821745,100,100,100,499,153,4,153,153,100,"Canton_TI","higher_admin","no",2,"Schutz_gegen_Waldbrande",4.60517018598809,4.60517018598809,5.03043792139244,4.17529183802606,"abovezero","abovezero","abovezero"
"144","actor 144","Erholungswert_MA","Maggia","MA",15.5588235294118,5,7.60619314213674,1.58106014010968,4.23529411764706,12.1102204408818,56,5,NA,5,5,4.23529411764706,"Municipality","Municipality","yes",2,"Erholungswert",0.458095596788922,2.49404976061004,1.6094379124341,2.74462790724214,"abovezero","abovezero","abovezero"
"145","actor 145","Biodiversitat_MA","Maggia","MA",18.4705882352941,6,468.32311877512,36.7766220140487,61.1764705882353,46.2344689378758,228,93,2,93,93,61.1764705882353,"NGO_organization_association","NGO_organization_association","no",1,"Biodiversitat",3.60486237194716,3.83372560081409,4.53259949315326,2.91617964185204,"abovezero","abovezero","abovezero"
"146","actor 146","Schutz_gegen_Waldbrande_MA","Maggia","MA",15.5588235294118,5,17.3981967790809,2.32910096669839,1.64705882352941,14.689378757515,69,1,NA,1,1,1.64705882352941,"Other","Other","no",3,"Schutz_gegen_Waldbrande",0.845482341915471,2.68712469912918,0,2.74462790724214,"abovezero","abovezero","abovezero"
"147","actor 147","Landschaftschutz_MA","Maggia","MA",12.6470588235294,4,122.750067007892,10.3772495387938,2.94117647058824,3.77755511022044,14,3,3,3,3,2.94117647058824,"Municipality","Municipality","no",2,"Landschaftschutz",2.33961586563032,1.32907700413059,1.09861228866811,2.53742468407145,"abovezero","abovezero","abovezero"
"148","actor 148","Schutz_gegen_Waldbrande_MA","Maggia","MA",18.4705882352941,6,4.94321001034556,1.37762679010753,2.94117647058824,8.53907815631263,38,3,4,3,3,2.94117647058824,"Municipality","Municipality","no",3,"Schutz_gegen_Waldbrande",0.320362301444405,2.14465305774839,1.09861228866811,2.91617964185204,"abovezero","abovezero","abovezero"
"149","actor 149","Landschaftschutz_MA","Maggia","MA",38.8529411764706,13,339.428299616945,26.9299562405285,23,29.5691382765531,144,34,2,34,34,23,"Other","Other","no",1,"Landschaftschutz",3.29323928188823,3.38673119162552,3.52636052461616,3.65978377990616,"abovezero","abovezero","abovezero"
"150","actor 150","Landschaftschutz_MA","Maggia","MA",1,0,7.77224527812763,1.5937453658989,1,2.19038076152305,6,0,NA,0,0,1,"Other","Other","no",3,"Landschaftschutz",0.466086822249092,0.78407539242502,-Inf,0,"abovezero","abovezero","zero"
"151","actor 151","Landschaftschutz_MA","Maggia","MA",27.2058823529412,9,19.1093344671574,2.45981995926152,8.76470588235294,9.33266533066132,42,12,1,12,12,8.76470588235294,"Municipality","Municipality","no",NA,"Landschaftschutz",0.900088159973885,2.23352064723086,2.484906649788,3.30343321289626,"abovezero","abovezero","abovezero"
"152","actor 152","Landschaftschutz_MA","Maggia","MA",12.6470588235294,4,23.5133219284979,2.79625390506175,2.94117647058824,19.25250501002,92,3,1,3,3,2.94117647058824,"Municipality","Municipality","no",1,"Landschaftschutz",1.0282806303565,2.95764118265822,1.09861228866811,2.53742468407145,"abovezero","abovezero","abovezero"
"153","actor 153","Biodiversitat_MA","Maggia","MA",15.5588235294118,5,19.6622622829412,2.50205979042358,4.88235294117647,4.76953907815631,19,6,NA,6,6,4.88235294117647,"Municipality","Municipality","no",NA,"Biodiversitat",0.917114308810979,1.562249670914,1.79175946922805,2.74462790724214,"abovezero","abovezero","abovezero"
"154","actor 154","Erholungswert_MA","Maggia","MA",21.3823529411765,7,61.6115242741146,5.70669101587278,2.94117647058824,28.1803607214429,137,3,NA,3,3,2.94117647058824,"Municipality","Municipality","yes",NA,"Erholungswert",1.74163934883652,3.33862530700759,1.09861228866811,3.06256595291736,"abovezero","abovezero","abovezero"
"155","actor 155","Schutz_gegen_Waldbrande_MA","Maggia","MA",53.4117647058824,18,73.7078154544451,6.63076334965471,2.94117647058824,17.0701402805611,81,3,3,3,3,2.94117647058824,"Canton_TI","higher_admin","no",NA,"Schutz_gegen_Waldbrande",1.89171993326469,2.83733075473164,1.09861228866811,3.97803103454508,"abovezero","abovezero","abovezero"
"156","actor 156","Landschaftschutz_MA","Maggia","MA",62.1470588235294,21,59.0628389001087,5.51198921789828,6.17647058823529,36.9098196392786,181,8,4,8,8,6.17647058823529,"Municipality","Municipality","no",3,"Landschaftschutz",1.7069255775952,3.60847763052979,2.07944154167984,4.1295034929999,"abovezero","abovezero","abovezero"
"157","actor 157","Schutz_gegen_Waldbrande_MA","Maggia","MA",59.2352941176471,20,77.5171160438949,6.92176736347124,2.94117647058824,16.4749498997996,78,3,3,3,3,2.94117647058824,"Canton_TI","higher_admin","no",3,"Schutz_gegen_Waldbrande",1.93467113636627,2.80184103940061,1.09861228866811,4.08151754866235,"abovezero","abovezero","abovezero"
"158","actor 158","Schutz_gegen_Waldbrande_MA","Maggia","MA",30.1176470588235,10,94.3929358790377,8.21096237267385,9.41176470588235,43.8537074148297,216,13,3,13,13,9.41176470588235,"NGO_organization_association","NGO_organization_association","no",NA,"Schutz_gegen_Waldbrande",2.10547013616517,3.78085926290284,2.56494935746154,3.40511128098329,"abovezero","abovezero","abovezero"
"159","actor 159","Erholungswert_BO","Bolle","BO",14.5,3,1.73534798534799,1.13024684167512,1,4.01304347826087,7,0,2,0,0,1,"NGO_organization_association","NGO_organization_association","yes",NA,"Erholungswert",0.122436052829126,1.38954992557966,-Inf,2.67414864942653,"abovezero","abovezero","abovezero"
"160","actor 160","Landwirtschaftliche_Produktivitat_BO","Bolle","BO",55,12,37.3467621508179,3.80306766020797,1,24.2434782608696,54,0,NA,0,0,1,"Canton_TI","higher_admin","no",NA,"Landwirtschaftliche_Produktivitat",1.33580802006,3.18814764351716,-Inf,4.00733318523247,"abovezero","abovezero","abovezero"
"161","actor 161","Landwirtschaftliche_Produktivitat_BO","Bolle","BO",32.5,7,92.9138531601212,7.97366523841328,1,23.3826086956522,52,0,3,0,0,1,"Municipality","Municipality","no",3,"Landwirtschaftliche_Produktivitat",2.07614426643924,3.15199252790561,-Inf,3.48124008933569,"abovezero","abovezero","abovezero"
"162","actor 162","Biodiversitat_BO","Bolle","BO",46,10,84.9270120402474,7.37421150371121,80.2,36.295652173913,82,20,3,20,20,80.2,"NGO_organization_association","NGO_organization_association","no",3,"Biodiversitat",1.99798898175907,3.5916979592739,2.99573227355399,3.8286413964891,"abovezero","abovezero","abovezero"
"163","actor 163","Biodiversitat_BO","Bolle","BO",23.5,5,399.621928071928,30.9936925820983,1,14.7739130434783,32,0,2,0,0,1,"NGO_organization_association","NGO_organization_association","no",2,"Biodiversitat",3.43378371868971,2.69286299330868,-Inf,3.15700042115011,"abovezero","abovezero","abovezero"
"164","actor 164","Landwirtschaftliche_Produktivitat_BO","Bolle","BO",10,2,11.7697862346146,1.88338333129333,4.96,13.9130434782609,30,1,1,1,1,4.96,"Other","Other","no",2,"Landwirtschaftliche_Produktivitat",0.633069803727237,2.63282677986462,0,2.30258509299405,"abovezero","abovezero","abovezero"
"165","actor 165","Biodiversitat_BO","Bolle","BO",23.5,5,128.112598512598,10.6155131281711,12.88,15.6347826086957,34,3,1,3,3,12.88,"NGO_organization_association","NGO_organization_association","no",1,"Biodiversitat",2.36231643389937,2.74949808666832,1.09861228866811,3.15700042115011,"abovezero","abovezero","abovezero"
"166","actor 166","Biodiversitat_BO","Bolle","BO",77.5,17,245.831172555079,19.450900961037,16.84,62.9826086956522,144,4,2,4,4,16.84,"NGO_organization_association","NGO_organization_association","no",2,"Biodiversitat",2.96789339089584,4.14285863583208,1.38629436111989,4.3502779363593,"abovezero","abovezero","abovezero"
"167","actor 167","Erholungswert_BO","Bolle","BO",100,22,1319.02968501897,100,12.88,100,230,3,4,3,3,12.88,"Canton_TI","higher_admin","yes",NA,"Erholungswert",4.60517018598809,4.60517018598809,1.09861228866811,4.60517018598809,"abovezero","abovezero","abovezero"
"168","actor 168","Biodiversitat_BO","Bolle","BO",68.5,15,146.411402225823,11.9889329898956,16.84,35.8652173913043,81,4,3,4,4,16.84,"NGO_organization_association","NGO_organization_association","no",1,"Biodiversitat",2.483983973411,3.57976795093754,1.38629436111989,4.22683374526818,"abovezero","abovezero","abovezero"
"169","actor 169","Landwirtschaftliche_Produktivitat_BO","Bolle","BO",82,18,520.13406285488,40.0387515970822,4.96,45.3347826086957,103,1,3,1,1,4.96,"NGO_organization_association","NGO_organization_association","no",1,"Landwirtschaftliche_Produktivitat",3.6898477750669,3.8140745658664,0,4.40671924726425,"abovezero","abovezero","abovezero"
"170","actor 170","Biodiversitat_BO","Bolle","BO",10,2,32.6423539021365,3.44997748952484,1,26.8260869565217,60,0,3,0,0,1,"Federal_Office","higher_admin","no",3,"Biodiversitat",1.23836770624657,3.28937480797624,-Inf,2.30258509299405,"abovezero","abovezero","abovezero"
"171","actor 171","Landwirtschaftliche_Produktivitat_BO","Bolle","BO",5.5,1,1.53333333333333,1.1150845972036,1,2.29130434782609,3,0,NA,0,0,1,"NGO_organization_association","NGO_organization_association","no",NA,"Landwirtschaftliche_Produktivitat",0.108930273965433,0.829121239618167,-Inf,1.70474809223843,"abovezero","abovezero","abovezero"
"172","actor 172","Biodiversitat_BO","Bolle","BO",1,0,37.1727607266576,3.79000795337383,16.84,31.5608695652174,71,4,2,4,4,16.84,"NGO_organization_association","NGO_organization_association","no",1,"Biodiversitat",1.33236811760766,3.45191804836165,1.38629436111989,0,"abovezero","abovezero","zero"
"173","actor 173","Landwirtschaftliche_Produktivitat_BO","Bolle","BO",73,16,48.3968378062314,4.63243299012486,1,37.1565217391304,84,0,3,0,0,1,"Canton_TI","higher_admin","no",3,"Landwirtschaftliche_Produktivitat",1.53308221390813,3.61513930728077,-Inf,4.29045944114839,"abovezero","abovezero","abovezero"
"174","actor 174","Erholungswert_BO","Bolle","BO",14.5,3,49.9261142022752,4.74721309320204,1,5.30434782608696,10,0,NA,0,0,1,"NGO_organization_association","NGO_organization_association","yes",3,"Erholungswert",1.55755772864003,1.66852682880411,-Inf,2.67414864942653,"abovezero","abovezero","abovezero"
"175","actor 175","Erholungswert_BO","Bolle","BO",46,10,91.8949427163823,7.89719073971487,1,14.7739130434783,32,0,1,0,0,1,"Municipality","Municipality","no",1,"Erholungswert",2.06650709366365,2.69286299330868,-Inf,3.8286413964891,"abovezero","abovezero","abovezero"
"176","actor 176","Landwirtschaftliche_Produktivitat_BO","Bolle","BO",50.5,11,314.00043417733,24.5673566232959,12.88,47.0565217391304,107,3,2,3,3,12.88,"NGO_organization_association","NGO_organization_association","no",1,"Landwirtschaftliche_Produktivitat",3.20141859520591,3.85134946937195,1.09861228866811,3.92197333628131,"abovezero","abovezero","abovezero"
"177","actor 177","Landwirtschaftliche_Produktivitat_BO","Bolle","BO",5.5,1,11.6778499278499,1.87648303596785,1,2.29130434782609,3,0,NA,0,0,1,"Canton_TI","higher_admin","no",NA,"Landwirtschaftliche_Produktivitat",0.629399299300463,0.829121239618167,-Inf,1.70474809223843,"abovezero","abovezero","abovezero"
"178","actor 178","Biodiversitat_BO","Bolle","BO",46,10,23.3705559060822,2.75408109535372,64.36,18.6478260869565,41,16,3,16,16,64.36,"Other","Other","no",2,"Biodiversitat",1.01308384626135,2.92572957559369,2.77258872223978,3.8286413964891,"abovezero","abovezero","abovezero"
"179","actor 179","Biodiversitat_BO","Bolle","BO",41.5,9,2.68555148555149,1.20156452890275,1,13.9130434782609,30,0,3,0,0,1,"Municipality","Municipality","no",3,"Biodiversitat",0.183624481704159,2.63282677986462,-Inf,3.72569342723665,"abovezero","abovezero","abovezero"
"180","actor 180","Erholungswert_BO","Bolle","BO",5.5,1,0,1,16.84,7.02608695652174,14,4,1,4,4,16.84,"Other","Other","yes",2,"Erholungswert",0,1.94962993015785,1.38629436111989,1.70474809223843,"zero","abovezero","abovezero"
"181","actor 181","Erholungswert_BO","Bolle","BO",14.5,3,33.2447526329879,3.49519062993527,1,2.29130434782609,3,0,NA,0,0,1,"Other","Other","no",2,"Erholungswert",1.25138791781357,0.829121239618167,-Inf,2.67414864942653,"abovezero","abovezero","abovezero"
"182","actor 182","Landwirtschaftliche_Produktivitat_BO","Bolle","BO",68.5,15,158.43210649294,12.8911490172986,4.96,59.1086956521739,135,1,4,1,1,4.96,"Canton_TI","higher_admin","no",NA,"Landwirtschaftliche_Produktivitat",2.5565409531877,4.07937804814338,0,4.22683374526818,"abovezero","abovezero","abovezero"
"183","actor 183","Erholungswert_BO","Bolle","BO",10,2,145.482076631733,11.9191822975042,1,2.29130434782609,3,0,NA,0,0,1,"Other","Other","yes",3,"Erholungswert",2.4781490600815,0.829121239618167,-Inf,2.30258509299405,"abovezero","abovezero","abovezero"
"184","actor 184","Landwirtschaftliche_Produktivitat_BO","Bolle","BO",10,2,2.43823953823954,1.18300248813752,1,1.86086956521739,2,0,2,0,0,1,"Other","Other","no",3,"Landwirtschaftliche_Produktivitat",0.168055688237922,0.621043886658601,-Inf,2.30258509299405,"abovezero","abovezero","abovezero"
"185","actor 185","Erholungswert_BO","Bolle","BO",14.5,3,161.225402260353,13.1008003118182,1,16.495652173913,36,0,2,0,0,1,"Other","Other","no",2,"Erholungswert",2.57267332084624,2.80309684157176,-Inf,2.67414864942653,"abovezero","abovezero","abovezero"
"186","actor 186","Erholungswert_BO","Bolle","BO",5.5,1,0,1,1,1,0,0,NA,0,0,1,"Other","Other","no",3,"Erholungswert",0,0,-Inf,1.70474809223843,"zero","zero","abovezero"
"187","actor 187","Erholungswert_BO","Bolle","BO",55,12,299.141135860694,23.4520894310145,1,45.7652173913043,104,0,4,0,0,1,"Other","Other","no",2,"Erholungswert",3.15495959245878,3.82352435699053,-Inf,4.00733318523247,"abovezero","abovezero","abovezero"
"188","actor 188","Biodiversitat_BO","Bolle","BO",1,0,221.035077633588,17.5898257895618,1,44.904347826087,102,0,2,0,0,1,"Canton_TI","higher_admin","no",2,"Biodiversitat",2.86732065475283,3.80453462360328,-Inf,0,"abovezero","abovezero","zero"
"189","actor 189","Biodiversitat_BO","Bolle","BO",55,12,0,1,100,29.4086956521739,66,25,3,25,25,100,"Other","Other","no",2,"Biodiversitat",0,3.38129040109528,3.2188758248682,4.00733318523247,"zero","abovezero","abovezero"
"190","actor 190","Biodiversitat_SE","Sense","SE",38.125,6,11.9738095238095,3.02247897167934,1,9.25,5,0,3,0,0,1,"Municipality","Municipality","no",2,"Biodiversitat",1.10607734622185,2.22462355152433,-Inf,3.64087023492758,"abovezero","abovezero","abovezero"
"191","actor 191","Biodiversitat_SE","Sense","SE",38.125,6,3.77222222222222,1.63716063845641,13.375,12.55,7,3,3,3,3,13.375,"Canton_FR","higher_admin","no",3,"Biodiversitat",0.492963423358589,2.52972066557779,1.09861228866811,3.64087023492758,"abovezero","abovezero","abovezero"
"192","actor 192","Profitabilitat_Forstwirtschaft_SE","Sense","SE",38.125,6,5.73888888888889,1.96934748089172,5.125,7.6,4,1,4,1,1,5.125,"Municipality","Municipality","no",2,"Profitabilitat_Forstwirtschaft",0.677702259908048,2.02814824729229,0,3.64087023492758,"abovezero","abovezero","abovezero"
"193","actor 193","Hochwasserschutz_SE","Sense","SE",69.0625,11,44.7454545454545,8.55789047056961,21.625,37.3,22,5,4,5,5,21.625,"Canton_BE","higher_admin","no",3,"Hochwasserschutz",2.14685371942822,3.61899332664977,1.6094379124341,4.23501189171207,"abovezero","abovezero","abovezero"
"194","actor 194","Biodiversitat_SE","Sense","SE",44.3125,7,87.1266233766234,15.7164328363714,1,5.95,3,0,3,0,0,1,"Municipality","Municipality","no",2,"Biodiversitat",2.7547068424452,1.78339121955754,-Inf,3.79126680429235,"abovezero","abovezero","abovezero"
"195","actor 195","Biodiversitat_SE","Sense","SE",87.625,14,389.93087492716,66.8626641237736,29.875,58.75,35,7,3,7,7,29.875,"Other","Other","no",2,"Biodiversitat",4.20264072650044,4.07329115302427,1.94591014905531,4.47306634535475,"abovezero","abovezero","abovezero"
"196","actor 196","Profitabilitat_Forstwirtschaft_SE","Sense","SE",13.375,2,0,1,1,5.95,3,0,3,0,0,1,"Other","Other","no",NA,"Profitabilitat_Forstwirtschaft",0,1.78339121955754,-Inf,2.59338729278207,"zero","abovezero","abovezero"
"197","actor 197","Biodiversitat_SE","Sense","SE",93.8125,15,586.115929735899,100,29.875,76.9,46,7,3,7,7,29.875,"Canton_FR","higher_admin","no",3,"Biodiversitat",4.60517018598809,4.3425058765116,1.94591014905531,4.54129810939368,"abovezero","abovezero","abovezero"
"198","actor 198","Schutz_vor_Sturmen_SE","Sense","SE",38.125,6,92.4093961593962,16.6087384007845,38.125,22.45,13,9,3,9,9,38.125,"Municipality","Municipality","no",2,"Schutz_vor_Sturmen",2.80992896654334,3.11129061418826,2.19722457733622,3.64087023492758,"abovezero","abovezero","abovezero"
"199","actor 199","Biodiversitat_SE","Sense","SE",81.4375,13,83.4541178406503,15.0961152001912,9.25,48.85,29,2,3,2,2,9.25,"Canton_FR","higher_admin","no",3,"Biodiversitat",2.71443743921037,3.88875437848879,0.693147180559945,4.39983585488506,"abovezero","abovezero","abovezero"
"200","actor 200","Biodiversitat_SE","Sense","SE",7.1875,1,60.6761904761905,11.2487281992993,1,1,0,0,4,0,0,1,"Other","Other","yes",3,"Biodiversitat",2.42025507330875,0,-Inf,1.97234340612347,"abovezero","zero","abovezero"
"201","actor 201","Biodiversitat_SE","Sense","SE",31.9375,5,10.8666666666667,2.83547306159167,1,24.1,14,0,3,0,0,1,"NGO_organization_association","NGO_organization_association","no",2,"Biodiversitat",1.04220878801831,3.18221184049661,-Inf,3.46378086796392,"abovezero","abovezero","abovezero"
"202","actor 202","Biodiversitat_SE","Sense","SE",19.5625,3,418.898755389777,71.7555872133941,1,55.45,33,0,3,0,0,1,"NGO_organization_association","NGO_organization_association","no",1,"Biodiversitat",4.27326572217793,4.01548171379638,-Inf,2.97361446830037,"abovezero","abovezero","abovezero"
"203","actor 203","Biodiversitat_SE","Sense","SE",1,0,0,1,1,2.65,1,0,3,0,0,1,"NGO_organization_association","NGO_organization_association","no",1,"Biodiversitat",0,0.974559639998131,-Inf,0,"zero","abovezero","zero"
"204","actor 204","Biodiversitat_SE","Sense","SE",100,16,583.686688669661,99.589680380013,100,100,60,24,3,24,24,100,"Canton_BE","higher_admin","no",3,"Biodiversitat",4.60105854858016,4.60517018598809,3.17805383034795,4.60517018598809,"abovezero","abovezero","abovezero"
"205","actor 205","Biodiversitat_SE","Sense","SE",44.3125,7,0,1,42.25,40.6,24,10,3,10,10,42.25,"Municipality","Municipality","no",2,"Biodiversitat",0,3.70376806660769,2.30258509299405,3.79126680429235,"zero","abovezero","abovezero"
"206","actor 206","Biodiversitat_SE","Sense","SE",38.125,6,0,1,1,1,0,0,NA,0,0,1,"Municipality","Municipality","no",NA,"Biodiversitat",0,0,-Inf,3.64087023492758,"zero","zero","abovezero"
"207","actor 207","Biodiversitat_SE","Sense","SE",25.75,4,0,1,5.125,2.65,1,1,2,1,1,5.125,"Other","Other","no",3,"Biodiversitat",0,0.974559639998131,0,3.24843462710975,"zero","abovezero","abovezero"
"208","actor 208","Hochwasserschutz_SE","Sense","SE",44.3125,7,53.8992772334878,10.1040495154596,25.75,37.3,22,6,2,6,6,25.75,"Municipality","Municipality","no",1,"Hochwasserschutz",2.31293628561612,3.61899332664977,1.79175946922805,3.79126680429235,"abovezero","abovezero","abovezero"
"209","actor 209","Biodiversitat_SE","Sense","SE",19.5625,3,0,1,1,7.6,4,0,3,0,0,1,"NGO_organization_association","NGO_organization_association","no",2,"Biodiversitat",0,2.02814824729229,-Inf,2.97361446830037,"zero","abovezero","abovezero"
"210","actor 210","Biodiversitat_SE","Sense","SE",100,16,32.9507506139085,6.56566396727494,21.625,45.55,27,5,3,5,5,21.625,"Canton_BE","higher_admin","no",2,"Biodiversitat",1.88185364007787,3.81881062370597,1.6094379124341,4.60517018598809,"abovezero","abovezero","abovezero"
"211","actor 211","Biodiversitat_SE","Sense","SE",50.5,8,13.1059163059163,3.21370150248323,67,53.8,32,16,3,16,16,67,"Canton_BE","higher_admin","yes",2,"Biodiversitat",1.16742338885266,3.98527346716774,2.77258872223978,3.92197333628131,"abovezero","abovezero","abovezero"
"212","actor 212","Biodiversitat_SE","Sense","SE",31.9375,5,0,1,5.125,15.85,9,1,3,1,1,5.125,"NGO_organization_association","NGO_organization_association","no",2,"Biodiversitat",0,2.76316950032329,0,3.46378086796392,"zero","abovezero","abovezero"
"213","actor 213","Biodiversitat_SE","Sense","SE",1,0,7.01904761904762,2.18557725363108,1,9.25,5,0,4,0,0,1,"Other","Other","no",2,"Biodiversitat",0.781879982960547,2.22462355152433,-Inf,0,"abovezero","abovezero","zero"
"214","actor 214","Biodiversitat_SE","Sense","SE",87.625,14,203.825550988399,35.4278811137994,50.5,65.35,39,12,3,12,12,50.5,"Canton_FR","higher_admin","no",2,"Biodiversitat",3.56749911222869,4.17975744007023,2.484906649788,4.47306634535475,"abovezero","abovezero","abovezero"
"215","actor 215","Profitabilitat_Forstwirtschaft_SE","Sense","SE",7.1875,1,3.63672438672439,1.61427389364412,1,67,40,0,4,0,0,1,"NGO_organization_association","NGO_organization_association","no",NA,"Profitabilitat_Forstwirtschaft",0.47888525411483,4.20469261939097,-Inf,1.97234340612347,"abovezero","abovezero","abovezero"
"216","actor 216","Erholungswert_US","Untere Saane","US",10.4285714285714,2,5.70411255411255,1.42945162883637,1,20.6216216216216,22,0,NA,0,0,1,"Other","Other","no",NA,"Erholungswert",0.357290894387756,3.02634011864023,-Inf,2.34454929209308,"abovezero","abovezero","abovezero"
"217","actor 217","Profitabilitat_Wasserkraft_US","Untere Saane","US",71.7142857142857,15,63.8191919191919,5.80482382854761,60.4,54.5135135135135,60,36,2,36,36,60.4,"Municipality","Municipality","no",2,"Profitabilitat_Wasserkraft",1.75868926646326,3.99844862530999,3.58351893845611,4.27268997063642,"abovezero","abovezero","abovezero"
"218","actor 218","Landwirtschaftliche_Produktivitat_US","Untere Saane","US",15.1428571428571,3,0,1,2.65,3.67567567567568,3,1,2,1,1,2.65,"NGO_organization_association","NGO_organization_association","no",NA,"Landwirtschaftliche_Produktivitat",0,1.30173697309183,0,2.71752894505675,"zero","abovezero","abovezero"
"219","actor 219","Erholungswert_US","Untere Saane","US",24.5714285714286,5,0,1,1,2.78378378378378,2,0,3,0,0,1,"Other","Other","no",2,"Erholungswert",0,1.02381107558541,-Inf,3.20158432775814,"zero","abovezero","abovezero"
"220","actor 220","Profitabilitat_Wasserkraft_US","Untere Saane","US",34,7,0,1,2.65,9.91891891891892,10,1,3,1,1,2.65,"NGO_organization_association","NGO_organization_association","no",NA,"Profitabilitat_Wasserkraft",0,2.29444393541035,0,3.52636052461616,"zero","abovezero","abovezero"
"221","actor 221","Landwirtschaftliche_Produktivitat_US","Untere Saane","US",19.8571428571429,4,47.4980713730714,4.57603815216528,9.25,35.7837837837838,39,5,3,5,5,9.25,"Other","Other","no",NA,"Landwirtschaftliche_Produktivitat",1.52083359149145,3.57749482385273,1.6094379124341,2.98856378407538,"abovezero","abovezero","abovezero"
"222","actor 222","Erholungswert_US","Untere Saane","US",43.4285714285714,9,6.86666666666667,1.51697808496964,2.65,1.89189189189189,1,1,3,1,1,2.65,"Municipality","Municipality","yes",NA,"Erholungswert",0.416720253966487,0.637577329405135,0,3.77111755235091,"abovezero","abovezero","abovezero"
"223","actor 223","Hochwasserschutz_US","Untere Saane","US",34,7,0.553846153846154,1.04169800834707,10.9,13.4864864864865,14,6,2,6,6,10.9,"NGO_organization_association","NGO_organization_association","no",NA,"Hochwasserschutz",0.0408520820808028,2.60168818310729,1.79175946922805,3.52636052461616,"abovezero","abovezero","abovezero"
"224","actor 224","Erholungswert_US","Untere Saane","US",1,0,32.0409035409035,3.4122978087291,1,9.91891891891892,10,0,2,0,0,1,"Other","Other","no",2,"Erholungswert",1.22738590856644,2.29444393541035,-Inf,0,"abovezero","abovezero","zero"
"225","actor 225","Erholungswert_US","Untere Saane","US",95.2857142857143,20,548.198692973693,42.2728219140385,76.9,75.9189189189189,84,46,2,46,46,76.9,"Canton_FR","higher_admin","no",NA,"Erholungswert",3.7441443716132,4.32966591446002,3.8286413964891,4.55687989686031,"abovezero","abovezero","abovezero"
"226","actor 226","Profitabilitat_Wasserkraft_US","Untere Saane","US",48.1428571428571,10,51.4627206127206,4.87452894412987,50.5,28.6486486486486,31,30,4,30,30,50.5,"Municipality","Municipality","no",2,"Profitabilitat_Wasserkraft",1.58402347293598,3.35510627446189,3.40119738166216,3.87417278129705,"abovezero","abovezero","abovezero"
"227","actor 227","Erholungswert_US","Untere Saane","US",85.8571428571428,18,155.065287490288,12.67456631631,30.7,71.4594594594595,79,18,4,18,18,30.7,"Other","Other","no",3,"Erholungswert",2.53959733321613,4.26913028832735,2.89037175789616,4.45268478547989,"abovezero","abovezero","abovezero"
"228","actor 228","Biodiversitat_US","Untere Saane","US",48.1428571428571,10,14.4844239094239,2.09050433027899,2.65,16.1621621621622,17,1,3,1,1,2.65,"Canton_FR","higher_admin","no",NA,"Biodiversitat",0.737405343220608,2.78267284130641,0,3.87417278129705,"abovezero","abovezero","abovezero"
"229","actor 229","Hochwasserschutz_US","Untere Saane","US",85.8571428571428,18,1314.94935619936,100,100,100,111,60,4,60,60,100,"Canton_FR","higher_admin","no",3,"Hochwasserschutz",4.60517018598809,4.60517018598809,4.0943445622221,4.45268478547989,"abovezero","abovezero","abovezero"
"230","actor 230","Biodiversitat_US","Untere Saane","US",67,14,18.6377705627706,2.4032017864531,2.65,13.4864864864865,14,1,3,1,1,2.65,"Municipality","Municipality","no",2,"Biodiversitat",0.876801925951706,2.60168818310729,0,4.20469261939097,"abovezero","abovezero","abovezero"
"231","actor 231","Profitabilitat_Wasserkraft_US","Untere Saane","US",43.4285714285714,9,0.681818181818182,1.05133277542726,10.9,30.4324324324324,33,6,3,6,6,10.9,"NGO_organization_association","NGO_organization_association","no",2,"Profitabilitat_Wasserkraft",0.0500586692073382,3.41550889605541,1.79175946922805,3.77111755235091,"abovezero","abovezero","abovezero"
"232","actor 232","Erholungswert_US","Untere Saane","US",10.4285714285714,2,37.2411477411477,3.80381416135289,1,5.45945945945946,5,0,1,0,0,1,"Other","Other","no",2,"Erholungswert",1.33600429000736,1.69734978475698,-Inf,2.34454929209308,"abovezero","abovezero","abovezero"
